epoch,acc,loss,lr,val_acc,val_loss
0,0.2366,2.02473848012,0.009999999776482582,0.3464,1.75272441025
1,0.434666666667,1.53663575626,0.009999999776482582,0.4204,1.75279491539
2,0.536844444444,1.2967047944,0.009999999776482582,0.5688,1.20880638103
3,0.593222222222,1.14657930341,0.009999999776482582,0.6434,1.00458351822
4,0.637244444444,1.02796434276,0.009999999776482582,0.6936,0.872026781082
5,0.678888888889,0.928563376914,0.009999999776482582,0.6962,0.845825816727
6,0.704288888889,0.847573017036,0.009999999776482582,0.744,0.7450352314
7,0.728666666667,0.780578507021,0.009999999776482582,0.7564,0.716163617897
8,0.747733333333,0.733845612759,0.009999999776482582,0.768,0.676924016762
9,0.762755555556,0.684645985222,0.009999999776482582,0.7726,0.664822237778
10,0.775066666667,0.651879066065,0.009999999776482582,0.7744,0.651596397018
11,0.789288888889,0.617946621407,0.009999999776482582,0.782,0.638943693161
12,0.797333333333,0.587900988409,0.009999999776482582,0.7754,0.683610094833
13,0.804066666667,0.565831327883,0.009999999776482582,0.7744,0.717718036366
14,0.814244444444,0.535942906353,0.009999999776482582,0.8038,0.604904741287
15,0.817644444444,0.524007339282,0.009999999776482582,0.8124,0.562765242004
16,0.827888888889,0.497131185516,0.009999999776482582,0.8124,0.573582228851
17,0.834244444444,0.480272679234,0.009999999776482582,0.8036,0.603517233658
18,0.837333333333,0.469557035436,0.009999999776482582,0.8012,0.597767425156
19,0.8446,0.45201385622,0.009999999776482582,0.7948,0.633190890503
20,0.848577777778,0.440606817717,0.009999999776482582,0.8212,0.546727408218
21,0.853622222222,0.423004886749,0.009999999776482582,0.812,0.572996648312
22,0.856311111111,0.412551291392,0.009999999776482582,0.8214,0.567481612682
23,0.861888888889,0.399352145375,0.009999999776482582,0.8122,0.594542724419
24,0.863733333333,0.393653283776,0.009999999776482582,0.8194,0.565756093979
25,0.867311111111,0.378117161571,0.009999999776482582,0.8034,0.638932207298
26,0.8732,0.369466164377,0.009999999776482582,0.8238,0.557530114651
27,0.872533333333,0.366716609248,0.009999999776482582,0.8172,0.581443560982
28,0.876111111111,0.354320455825,0.009999999776482582,0.8334,0.548755979729
29,0.880377777778,0.348009034946,0.009999999776482582,0.8304,0.536159441566
30,0.8818,0.34204430364,0.009999999776482582,0.8318,0.545253166771
31,0.882222222222,0.336688524543,0.009999999776482582,0.8254,0.587036253929
32,0.886777777778,0.330709059736,0.009999999776482582,0.8138,0.583281865025
33,0.887777777778,0.324356190321,0.009999999776482582,0.8238,0.561792908096
34,0.889866666667,0.314479832954,0.009999999776482582,0.8276,0.562262365723
35,0.889888888889,0.316227759716,0.009999999776482582,0.819,0.595515154839
36,0.896022222222,0.302370808283,0.009999999776482582,0.829,0.585922921562
37,0.895155555556,0.302747721513,0.009999999776482582,0.8254,0.573831429672
38,0.896222222222,0.294540318123,0.009999999776482582,0.8284,0.599523885345
39,0.895866666667,0.301449077437,0.009999999776482582,0.8348,0.551378526115
40,0.899688888889,0.292334346562,0.009999999776482582,0.8314,0.559341213417
41,0.9252,0.218541046958,0.0009999999310821295,0.8482,0.538562927246
42,0.935777777778,0.181532393953,0.0009999999310821295,0.849,0.545344264412
43,0.940422222222,0.170732002191,0.0009999999310821295,0.849,0.559767704868
44,0.944088888889,0.161576480365,0.0009999999310821295,0.851,0.571221590424
45,0.945311111111,0.158437738676,0.0009999999310821295,0.8516,0.560763663673
46,0.946222222222,0.154497171663,0.0009999999310821295,0.8486,0.571279411316
47,0.949044444444,0.150476269221,0.0009999999310821295,0.848,0.5795076231
48,0.948488888889,0.147882501904,0.0009999999310821295,0.8538,0.56693829813
49,0.9514,0.141096094186,0.0009999999310821295,0.8524,0.577663772297
50,0.951488888889,0.139450084847,0.0009999999310821295,0.8508,0.582311385059
51,0.954222222222,0.133573980382,9.99999901978299e-05,0.8524,0.581427075481
52,0.955266666667,0.129108491335,9.99999901978299e-05,0.8512,0.584265175152
53,0.954555555556,0.128478802903,9.99999901978299e-05,0.8528,0.584045564079
54,0.953777777778,0.130013639428,9.99999901978299e-05,0.8526,0.584192205429
55,0.9538,0.130747605438,9.99999901978299e-05,0.8514,0.585304382801
56,0.953688888889,0.128976424336,9.99999901978299e-05,0.8532,0.582859635353
57,0.955622222222,0.125083517063,9.99999901978299e-05,0.8522,0.582907239914
58,0.955088888889,0.127244155995,9.99999901978299e-05,0.8528,0.58440409832
59,0.956266666667,0.125993753515,9.99999901978299e-05,0.8522,0.583749509621
60,0.954622222222,0.127567203948,9.99999901978299e-05,0.8528,0.585150799751
61,0.955288888889,0.126579908805,9.99999883788405e-06,0.8516,0.584909651089
62,0.957355555556,0.123573520838,9.99999883788405e-06,0.8522,0.584713424015
63,0.955311111111,0.126401458569,9.99999883788405e-06,0.8528,0.584473181057
64,0.956777777778,0.124725578576,9.99999883788405e-06,0.8518,0.584208556461
65,0.955066666667,0.12479096389,9.99999883788405e-06,0.852,0.584258203506
66,0.956177777778,0.12588428248,9.99999883788405e-06,0.8526,0.584302143097
67,0.955555555556,0.125674787747,9.99999883788405e-06,0.8528,0.584431177235
68,0.956866666667,0.121206986669,9.99999883788405e-06,0.8524,0.584557398605
69,0.954111111111,0.130637700407,9.99999883788405e-06,0.8524,0.584583616829
70,0.953933333333,0.128939221465,9.99999883788405e-06,0.8528,0.584541808224
71,0.955355555556,0.126797746092,9.999999974752427e-07,0.8528,0.584518390656
72,0.956088888889,0.12682618275,9.999999974752427e-07,0.8528,0.584505253315
73,0.956222222222,0.123882041703,9.999999974752427e-07,0.853,0.584499129295
74,0.955822222222,0.125131533317,9.999999974752427e-07,0.853,0.584506027222
75,0.956266666667,0.125028257391,9.999999974752427e-07,0.853,0.584460480785
76,0.956777777778,0.123950544122,9.999999974752427e-07,0.853,0.584455153465
77,0.955,0.12865879719,9.999999974752427e-07,0.853,0.584444098091
78,0.956288888889,0.123982601988,9.999999974752427e-07,0.853,0.584418323231
79,0.955911111111,0.126703283982,9.999999974752427e-07,0.8532,0.584419089794
